No,Full Name,Email,External Id,Campus,Sub
1063,1063,1063@fpt.edu.vn,SSL101-SG-SE1063,SG,SSL101
962,962,962@fpt.edu.vn,SSL101-SG-SE962,SG,SSL101
862,862,862@fpt.edu.vn,SSL101-SG-SE862,SG,SSL101
963,963,963@fpt.edu.vn,SSL101-SG-SE963,SG,SSL101
964,964,964@fpt.edu.vn,SSL101-SG-SE964,SG,SSL101
884,884,884@fpt.edu.vn,SSL101-SG-SE884,SG,SSL101
885,885,885@fpt.edu.vn,SSL101-SG-SE885,SG,SSL101
965,965,965@fpt.edu.vn,SSL101-SG-SE965,SG,SSL101
966,966,966@fpt.edu.vn,SSL101-SG-SE966,SG,SSL101
967,967,967@fpt.edu.vn,SSL101-SG-SE967,SG,SSL101
968,968,968@fpt.edu.vn,SSL101-SG-SE968,SG,SSL101
886,886,886@fpt.edu.vn,SSL101-SG-SE886,SG,SSL101
969,969,969@fpt.edu.vn,SSL101-SG-SE969,SG,SSL101
839,839,839@fpt.edu.vn,SSL101-SG-SE839,SG,SSL101
863,863,863@fpt.edu.vn,SSL101-SG-SE863,SG,SSL101
970,970,970@fpt.edu.vn,SSL101-SG-SE970,SG,SSL101
971,971,971@fpt.edu.vn,SSL101-SG-SE971,SG,SSL101
972,972,972@fpt.edu.vn,SSL101-SG-SE972,SG,SSL101
1053,1053,1053@fpt.edu.vn,SSL101-SG-SE1053,SG,SSL101
840,840,840@fpt.edu.vn,SSL101-SG-SE840,SG,SSL101
1036,1036,1036@fpt.edu.vn,SSL101-SG-SE1036,SG,SSL101
887,887,887@fpt.edu.vn,SSL101-SG-SE887,SG,SSL101
841,841,841@fpt.edu.vn,SSL101-SG-SE841,SG,SSL101
842,842,842@fpt.edu.vn,SSL101-SG-SE842,SG,SSL101
888,888,888@fpt.edu.vn,SSL101-SG-SE888,SG,SSL101
991,991,991@fpt.edu.vn,SSL101-SG-SE991,SG,SSL101
1001,1001,1001@fpt.edu.vn,SSL101-SG-SE1001,SG,SSL101
1054,1054,1054@fpt.edu.vn,SSL101-SG-SE1054,SG,SSL101
1002,1002,1002@fpt.edu.vn,SSL101-SG-SE1002,SG,SSL101
937,937,937@fpt.edu.vn,SSL101-SG-SE937,SG,SSL101
843,843,843@fpt.edu.vn,SSL101-SG-SE843,SG,SSL101
1003,1003,1003@fpt.edu.vn,SSL101-SG-SE1003,SG,SSL101
844,844,844@fpt.edu.vn,SSL101-SG-SE844,SG,SSL101
1004,1004,1004@fpt.edu.vn,SSL101-SG-SE1004,SG,SSL101
938,938,938@fpt.edu.vn,SSL101-SG-SE938,SG,SSL101
889,889,889@fpt.edu.vn,SSL101-SG-SE889,SG,SSL101
1005,1005,1005@fpt.edu.vn,SSL101-SG-SE1005,SG,SSL101
845,845,845@fpt.edu.vn,SSL101-SG-SE845,SG,SSL101
992,992,992@fpt.edu.vn,SSL101-SG-SE992,SG,SSL101
939,939,939@fpt.edu.vn,SSL101-SG-SE939,SG,SSL101
1006,1006,1006@fpt.edu.vn,SSL101-SG-SE1006,SG,SSL101
1007,1007,1007@fpt.edu.vn,SSL101-SG-SE1007,SG,SSL101
890,890,890@fpt.edu.vn,SSL101-SG-SE890,SG,SSL101
846,846,846@fpt.edu.vn,SSL101-SG-SE846,SG,SSL101
1037,1037,1037@fpt.edu.vn,SSL101-SG-SE1037,SG,SSL101
920,920,920@fpt.edu.vn,SSL101-SG-SE920,SG,SSL101
940,940,940@fpt.edu.vn,SSL101-SG-SE940,SG,SSL101
1008,1008,1008@fpt.edu.vn,SSL101-SG-SE1008,SG,SSL101
941,941,941@fpt.edu.vn,SSL101-SG-SE941,SG,SSL101
973,973,973@fpt.edu.vn,SSL101-SG-SE973,SG,SSL101
942,942,942@fpt.edu.vn,SSL101-SG-SE942,SG,SSL101
891,891,891@fpt.edu.vn,SSL101-SG-SE891,SG,SSL101
993,993,993@fpt.edu.vn,SSL101-SG-SE993,SG,SSL101
943,943,943@fpt.edu.vn,SSL101-SG-SE943,SG,SSL101
944,944,944@fpt.edu.vn,SSL101-SG-SE944,SG,SSL101
974,974,974@fpt.edu.vn,SSL101-SG-SE974,SG,SSL101
975,975,975@fpt.edu.vn,SSL101-SG-SE975,SG,SSL101
945,945,945@fpt.edu.vn,SSL101-SG-SE945,SG,SSL101
1009,1009,1009@fpt.edu.vn,SSL101-SG-SE1009,SG,SSL101
1010,1010,1010@fpt.edu.vn,SSL101-SG-SE1010,SG,SSL101
847,847,847@fpt.edu.vn,SSL101-SG-SE847,SG,SSL101
976,976,976@fpt.edu.vn,SSL101-SG-SE976,SG,SSL101
977,977,977@fpt.edu.vn,SSL101-SG-SE977,SG,SSL101
901,901,901@fpt.edu.vn,SSL101-SG-SE901,SG,SSL101
978,978,978@fpt.edu.vn,SSL101-SG-SE978,SG,SSL101
946,946,946@fpt.edu.vn,SSL101-SG-SE946,SG,SSL101
921,921,921@fpt.edu.vn,SSL101-SG-SE921,SG,SSL101
864,864,864@fpt.edu.vn,SSL101-SG-SE864,SG,SSL101
922,922,922@fpt.edu.vn,SSL101-SG-SE922,SG,SSL101
947,947,947@fpt.edu.vn,SSL101-SG-SE947,SG,SSL101
892,892,892@fpt.edu.vn,SSL101-SG-SE892,SG,SSL101
1055,1055,1055@fpt.edu.vn,SSL101-SG-SE1055,SG,SSL101
1011,1011,1011@fpt.edu.vn,SSL101-SG-SE1011,SG,SSL101
948,948,948@fpt.edu.vn,SSL101-SG-SE948,SG,SSL101
865,865,865@fpt.edu.vn,SSL101-SG-SE865,SG,SSL101
1012,1012,1012@fpt.edu.vn,SSL101-SG-SE1012,SG,SSL101
848,848,848@fpt.edu.vn,SSL101-SG-SE848,SG,SSL101
994,994,994@fpt.edu.vn,SSL101-SG-SE994,SG,SSL101
866,866,866@fpt.edu.vn,SSL101-SG-SE866,SG,SSL101
1013,1013,1013@fpt.edu.vn,SSL101-SG-SE1013,SG,SSL101
1014,1014,1014@fpt.edu.vn,SSL101-SG-SE1014,SG,SSL101
1015,1015,1015@fpt.edu.vn,SSL101-SG-SE1015,SG,SSL101
1016,1016,1016@fpt.edu.vn,SSL101-SG-SE1016,SG,SSL101
867,867,867@fpt.edu.vn,SSL101-SG-SE867,SG,SSL101
893,893,893@fpt.edu.vn,SSL101-SG-SE893,SG,SSL101
1033,1033,1033@fpt.edu.vn,SSL101-SG-SE1033,SG,SSL101
995,995,995@fpt.edu.vn,SSL101-SG-SE995,SG,SSL101
894,894,894@fpt.edu.vn,SSL101-SG-SE894,SG,SSL101
1038,1038,1038@fpt.edu.vn,SSL101-SG-SE1038,SG,SSL101
1017,1017,1017@fpt.edu.vn,SSL101-SG-SE1017,SG,SSL101
849,849,849@fpt.edu.vn,SSL101-SG-SE849,SG,SSL101
895,895,895@fpt.edu.vn,SSL101-SG-SE895,SG,SSL101
850,850,850@fpt.edu.vn,SSL101-SG-SE850,SG,SSL101
868,868,868@fpt.edu.vn,SSL101-SG-SE868,SG,SSL101
949,949,949@fpt.edu.vn,SSL101-SG-SE949,SG,SSL101
996,996,996@fpt.edu.vn,SSL101-SG-SE996,SG,SSL101
851,851,851@fpt.edu.vn,SSL101-SG-SE851,SG,SSL101
869,869,869@fpt.edu.vn,SSL101-SG-SE869,SG,SSL101
950,950,950@fpt.edu.vn,SSL101-SG-SE950,SG,SSL101
870,870,870@fpt.edu.vn,SSL101-SG-SE870,SG,SSL101
871,871,871@fpt.edu.vn,SSL101-SG-SE871,SG,SSL101
896,896,896@fpt.edu.vn,SSL101-SG-SE896,SG,SSL101
1018,1018,1018@fpt.edu.vn,SSL101-SG-SE1018,SG,SSL101
852,852,852@fpt.edu.vn,SSL101-SG-SE852,SG,SSL101
872,872,872@fpt.edu.vn,SSL101-SG-SE872,SG,SSL101
853,853,853@fpt.edu.vn,SSL101-SG-SE853,SG,SSL101
1019,1019,1019@fpt.edu.vn,SSL101-SG-SE1019,SG,SSL101
997,997,997@fpt.edu.vn,SSL101-SG-SE997,SG,SSL101
1039,1039,1039@fpt.edu.vn,SSL101-SG-SE1039,SG,SSL101
979,979,979@fpt.edu.vn,SSL101-SG-SE979,SG,SSL101
873,873,873@fpt.edu.vn,SSL101-SG-SE873,SG,SSL101
951,951,951@fpt.edu.vn,SSL101-SG-SE951,SG,SSL101
1020,1020,1020@fpt.edu.vn,SSL101-SG-SE1020,SG,SSL101
952,952,952@fpt.edu.vn,SSL101-SG-SE952,SG,SSL101
902,902,902@fpt.edu.vn,SSL101-SG-SE902,SG,SSL101
953,953,953@fpt.edu.vn,SSL101-SG-SE953,SG,SSL101
954,954,954@fpt.edu.vn,SSL101-SG-SE954,SG,SSL101
980,980,980@fpt.edu.vn,SSL101-SG-SE980,SG,SSL101
854,854,854@fpt.edu.vn,SSL101-SG-SE854,SG,SSL101
855,855,855@fpt.edu.vn,SSL101-SG-SE855,SG,SSL101
955,955,955@fpt.edu.vn,SSL101-SG-SE955,SG,SSL101
1021,1021,1021@fpt.edu.vn,SSL101-SG-SE1021,SG,SSL101
856,856,856@fpt.edu.vn,SSL101-SG-SE856,SG,SSL101
857,857,857@fpt.edu.vn,SSL101-SG-SE857,SG,SSL101
897,897,897@fpt.edu.vn,SSL101-SG-SE897,SG,SSL101
874,874,874@fpt.edu.vn,SSL101-SG-SE874,SG,SSL101
1022,1022,1022@fpt.edu.vn,SSL101-SG-SE1022,SG,SSL101
1023,1023,1023@fpt.edu.vn,SSL101-SG-SE1023,SG,SSL101
1024,1024,1024@fpt.edu.vn,SSL101-SG-SE1024,SG,SSL101
1025,1025,1025@fpt.edu.vn,SSL101-SG-SE1025,SG,SSL101
956,956,956@fpt.edu.vn,SSL101-SG-SE956,SG,SSL101
1031,1031,1031@fpt.edu.vn,SSL101-SG-SE1031,SG,SSL101
858,858,858@fpt.edu.vn,SSL101-SG-SE858,SG,SSL101
957,957,957@fpt.edu.vn,SSL101-SG-SE957,SG,SSL101
1026,1026,1026@fpt.edu.vn,SSL101-SG-SE1026,SG,SSL101
898,898,898@fpt.edu.vn,SSL101-SG-SE898,SG,SSL101
958,958,958@fpt.edu.vn,SSL101-SG-SE958,SG,SSL101
899,899,899@fpt.edu.vn,SSL101-SG-SE899,SG,SSL101
1027,1027,1027@fpt.edu.vn,SSL101-SG-SE1027,SG,SSL101
900,900,900@fpt.edu.vn,SSL101-SG-SE900,SG,SSL101
981,981,981@fpt.edu.vn,SSL101-SG-SE981,SG,SSL101
875,875,875@fpt.edu.vn,SSL101-SG-SE875,SG,SSL101
1030,1030,1030@fpt.edu.vn,SSL101-SG-SE1030,SG,SSL101
1042,1042,1042@fpt.edu.vn,SSL101-SG-SS1042,SG,SSL101
1051,1051,1051@fpt.edu.vn,SSL101-SG-SS1051,SG,SSL101
1043,1043,1043@fpt.edu.vn,SSL101-SG-SS1043,SG,SSL101
903,903,903@fpt.edu.vn,SSL101-SG-SS903,SG,SSL101
1044,1044,1044@fpt.edu.vn,SSL101-SG-SS1044,SG,SSL101
923,923,923@fpt.edu.vn,SSL101-SG-SS923,SG,SSL101
904,904,904@fpt.edu.vn,SSL101-SG-SS904,SG,SSL101
905,905,905@fpt.edu.vn,SSL101-SG-SS905,SG,SSL101
906,906,906@fpt.edu.vn,SSL101-SG-SS906,SG,SSL101
907,907,907@fpt.edu.vn,SSL101-SG-SS907,SG,SSL101
924,924,924@fpt.edu.vn,SSL101-SG-SS924,SG,SSL101
925,925,925@fpt.edu.vn,SSL101-SG-SS925,SG,SSL101
1056,1056,1056@fpt.edu.vn,SSL101-SG-SS1056,SG,SSL101
998,998,998@fpt.edu.vn,SSL101-SG-SS998,SG,SSL101
926,926,926@fpt.edu.vn,SSL101-SG-SS926,SG,SSL101
927,927,927@fpt.edu.vn,SSL101-SG-SS927,SG,SSL101
928,928,928@fpt.edu.vn,SSL101-SG-SS928,SG,SSL101
929,929,929@fpt.edu.vn,SSL101-SG-SS929,SG,SSL101
959,959,959@fpt.edu.vn,SSL101-SG-SS959,SG,SSL101
1045,1045,1045@fpt.edu.vn,SSL101-SG-SS1045,SG,SSL101
908,908,908@fpt.edu.vn,SSL101-SG-SS908,SG,SSL101
930,930,930@fpt.edu.vn,SSL101-SG-SS930,SG,SSL101
1046,1046,1046@fpt.edu.vn,SSL101-SG-SS1046,SG,SSL101
1052,1052,1052@fpt.edu.vn,SSL101-SG-SS1052,SG,SSL101
1047,1047,1047@fpt.edu.vn,SSL101-SG-SS1047,SG,SSL101
1048,1048,1048@fpt.edu.vn,SSL101-SG-SS1048,SG,SSL101
931,931,931@fpt.edu.vn,SSL101-SG-SS931,SG,SSL101
999,999,999@fpt.edu.vn,SSL101-SG-SS999,SG,SSL101
909,909,909@fpt.edu.vn,SSL101-SG-SS909,SG,SSL101
932,932,932@fpt.edu.vn,SSL101-SG-SS932,SG,SSL101
910,910,910@fpt.edu.vn,SSL101-SG-SS910,SG,SSL101
911,911,911@fpt.edu.vn,SSL101-SG-SS911,SG,SSL101
933,933,933@fpt.edu.vn,SSL101-SG-SS933,SG,SSL101
912,912,912@fpt.edu.vn,SSL101-SG-SS912,SG,SSL101
913,913,913@fpt.edu.vn,SSL101-SG-SS913,SG,SSL101
914,914,914@fpt.edu.vn,SSL101-SG-SS914,SG,SSL101
915,915,915@fpt.edu.vn,SSL101-SG-SS915,SG,SSL101
934,934,934@fpt.edu.vn,SSL101-SG-SS934,SG,SSL101
935,935,935@fpt.edu.vn,SSL101-SG-SS935,SG,SSL101
916,916,916@fpt.edu.vn,SSL101-SG-SS916,SG,SSL101
1000,1000,1000@fpt.edu.vn,SSL101-SG-SS1000,SG,SSL101
917,917,917@fpt.edu.vn,SSL101-SG-SS917,SG,SSL101
936,936,936@fpt.edu.vn,SSL101-SG-SS936,SG,SSL101
1717,1717,1717@fpt.edu.vn,WED201c-DN-D1717,DN,WED201c
1790,1790,1790@fpt.edu.vn,WED201c-DN-D1790,DN,WED201c
1718,1718,1718@fpt.edu.vn,WED201c-DN-D1718,DN,WED201c
1791,1791,1791@fpt.edu.vn,WED201c-DN-D1791,DN,WED201c
1690,1690,1690@fpt.edu.vn,WED201c-DN-D1690,DN,WED201c
1691,1691,1691@fpt.edu.vn,WED201c-DN-D1691,DN,WED201c
1792,1792,1792@fpt.edu.vn,WED201c-DN-D1792,DN,WED201c
1793,1793,1793@fpt.edu.vn,WED201c-DN-D1793,DN,WED201c
1692,1692,1692@fpt.edu.vn,WED201c-DN-D1692,DN,WED201c
1794,1794,1794@fpt.edu.vn,WED201c-DN-D1794,DN,WED201c
1693,1693,1693@fpt.edu.vn,WED201c-DN-D1693,DN,WED201c
1694,1694,1694@fpt.edu.vn,WED201c-DN-D1694,DN,WED201c
1695,1695,1695@fpt.edu.vn,WED201c-DN-D1695,DN,WED201c
1696,1696,1696@fpt.edu.vn,WED201c-DN-D1696,DN,WED201c
1795,1795,1795@fpt.edu.vn,WED201c-DN-D1795,DN,WED201c
1697,1697,1697@fpt.edu.vn,WED201c-DN-D1697,DN,WED201c
1698,1698,1698@fpt.edu.vn,WED201c-DN-D1698,DN,WED201c
1796,1796,1796@fpt.edu.vn,WED201c-DN-D1796,DN,WED201c
1699,1699,1699@fpt.edu.vn,WED201c-DN-D1699,DN,WED201c
1797,1797,1797@fpt.edu.vn,WED201c-DN-D1797,DN,WED201c
1766,1766,1766@fpt.edu.vn,WED201c-DN-D1766,DN,WED201c
1700,1700,1700@fpt.edu.vn,WED201c-DN-D1700,DN,WED201c
1812,1812,1812@fpt.edu.vn,WED201c-DN-D1812,DN,WED201c
1701,1701,1701@fpt.edu.vn,WED201c-DN-D1701,DN,WED201c
1798,1798,1798@fpt.edu.vn,WED201c-DN-D1798,DN,WED201c
1719,1719,1719@fpt.edu.vn,WED201c-DN-D1719,DN,WED201c
1720,1720,1720@fpt.edu.vn,WED201c-DN-D1720,DN,WED201c
1813,1813,1813@fpt.edu.vn,WED201c-DN-D1813,DN,WED201c
1721,1721,1721@fpt.edu.vn,WED201c-DN-D1721,DN,WED201c
1799,1799,1799@fpt.edu.vn,WED201c-DN-D1799,DN,WED201c
1722,1722,1722@fpt.edu.vn,WED201c-DN-D1722,DN,WED201c
1800,1800,1800@fpt.edu.vn,WED201c-DN-D1800,DN,WED201c
1723,1723,1723@fpt.edu.vn,WED201c-DN-D1723,DN,WED201c
1724,1724,1724@fpt.edu.vn,WED201c-DN-D1724,DN,WED201c
1725,1725,1725@fpt.edu.vn,WED201c-DN-D1725,DN,WED201c
1767,1767,1767@fpt.edu.vn,WED201c-DN-D1767,DN,WED201c
1726,1726,1726@fpt.edu.vn,WED201c-DN-D1726,DN,WED201c
1727,1727,1727@fpt.edu.vn,WED201c-DN-D1727,DN,WED201c
1768,1768,1768@fpt.edu.vn,WED201c-DN-D1768,DN,WED201c
1728,1728,1728@fpt.edu.vn,WED201c-DN-D1728,DN,WED201c
1801,1801,1801@fpt.edu.vn,WED201c-DN-D1801,DN,WED201c
1802,1802,1802@fpt.edu.vn,WED201c-DN-D1802,DN,WED201c
1814,1814,1814@fpt.edu.vn,WED201c-DN-D1814,DN,WED201c
1729,1729,1729@fpt.edu.vn,WED201c-DN-D1729,DN,WED201c
1730,1730,1730@fpt.edu.vn,WED201c-DN-D1730,DN,WED201c
1731,1731,1731@fpt.edu.vn,WED201c-DN-D1731,DN,WED201c
1732,1732,1732@fpt.edu.vn,WED201c-DN-D1732,DN,WED201c
1815,1815,1815@fpt.edu.vn,WED201c-DN-D1815,DN,WED201c
1743,1743,1743@fpt.edu.vn,WED201c-DN-D1743,DN,WED201c
1765,1765,1765@fpt.edu.vn,WED201c-DN-D1765,DN,WED201c
1733,1733,1733@fpt.edu.vn,WED201c-DN-D1733,DN,WED201c
1734,1734,1734@fpt.edu.vn,WED201c-DN-D1734,DN,WED201c
1744,1744,1744@fpt.edu.vn,WED201c-DN-D1744,DN,WED201c
1745,1745,1745@fpt.edu.vn,WED201c-DN-D1745,DN,WED201c
1746,1746,1746@fpt.edu.vn,WED201c-DN-D1746,DN,WED201c
1769,1769,1769@fpt.edu.vn,WED201c-DN-D1769,DN,WED201c
1747,1747,1747@fpt.edu.vn,WED201c-DN-D1747,DN,WED201c
1748,1748,1748@fpt.edu.vn,WED201c-DN-D1748,DN,WED201c
1803,1803,1803@fpt.edu.vn,WED201c-DN-D1803,DN,WED201c
1749,1749,1749@fpt.edu.vn,WED201c-DN-D1749,DN,WED201c
1816,1816,1816@fpt.edu.vn,WED201c-DN-D1816,DN,WED201c
1750,1750,1750@fpt.edu.vn,WED201c-DN-D1750,DN,WED201c
1804,1804,1804@fpt.edu.vn,WED201c-DN-D1804,DN,WED201c
1751,1751,1751@fpt.edu.vn,WED201c-DN-D1751,DN,WED201c
1752,1752,1752@fpt.edu.vn,WED201c-DN-D1752,DN,WED201c
1753,1753,1753@fpt.edu.vn,WED201c-DN-D1753,DN,WED201c
1805,1805,1805@fpt.edu.vn,WED201c-DN-D1805,DN,WED201c
1817,1817,1817@fpt.edu.vn,WED201c-DN-D1817,DN,WED201c
1754,1754,1754@fpt.edu.vn,WED201c-DN-D1754,DN,WED201c
1755,1755,1755@fpt.edu.vn,WED201c-DN-D1755,DN,WED201c
1818,1818,1818@fpt.edu.vn,WED201c-DN-D1818,DN,WED201c
1756,1756,1756@fpt.edu.vn,WED201c-DN-D1756,DN,WED201c
1735,1735,1735@fpt.edu.vn,WED201c-DN-D1735,DN,WED201c
1806,1806,1806@fpt.edu.vn,WED201c-DN-D1806,DN,WED201c
1807,1807,1807@fpt.edu.vn,WED201c-DN-D1807,DN,WED201c
1770,1770,1770@fpt.edu.vn,WED201c-DN-D1770,DN,WED201c
1771,1771,1771@fpt.edu.vn,WED201c-DN-D1771,DN,WED201c
1808,1808,1808@fpt.edu.vn,WED201c-DN-D1808,DN,WED201c
1772,1772,1772@fpt.edu.vn,WED201c-DN-D1772,DN,WED201c
1819,1819,1819@fpt.edu.vn,WED201c-DN-D1819,DN,WED201c
1809,1809,1809@fpt.edu.vn,WED201c-DN-D1809,DN,WED201c
1702,1702,1702@fpt.edu.vn,WED201c-DN-D1702,DN,WED201c
1703,1703,1703@fpt.edu.vn,WED201c-DN-D1703,DN,WED201c
1773,1773,1773@fpt.edu.vn,WED201c-DN-D1773,DN,WED201c
1704,1704,1704@fpt.edu.vn,WED201c-DN-D1704,DN,WED201c
1774,1774,1774@fpt.edu.vn,WED201c-DN-D1774,DN,WED201c
1736,1736,1736@fpt.edu.vn,WED201c-DN-D1736,DN,WED201c
1705,1705,1705@fpt.edu.vn,WED201c-DN-D1705,DN,WED201c
1706,1706,1706@fpt.edu.vn,WED201c-DN-D1706,DN,WED201c
1775,1775,1775@fpt.edu.vn,WED201c-DN-D1775,DN,WED201c
1776,1776,1776@fpt.edu.vn,WED201c-DN-D1776,DN,WED201c
1777,1777,1777@fpt.edu.vn,WED201c-DN-D1777,DN,WED201c
1778,1778,1778@fpt.edu.vn,WED201c-DN-D1778,DN,WED201c
1779,1779,1779@fpt.edu.vn,WED201c-DN-D1779,DN,WED201c
1737,1737,1737@fpt.edu.vn,WED201c-DN-D1737,DN,WED201c
1780,1780,1780@fpt.edu.vn,WED201c-DN-D1780,DN,WED201c
1820,1820,1820@fpt.edu.vn,WED201c-DN-D1820,DN,WED201c
1781,1781,1781@fpt.edu.vn,WED201c-DN-D1781,DN,WED201c
1789,1789,1789@fpt.edu.vn,WED201c-DN-D1789,DN,WED201c
1821,1821,1821@fpt.edu.vn,WED201c-DN-D1821,DN,WED201c
1738,1738,1738@fpt.edu.vn,WED201c-DN-D1738,DN,WED201c
1810,1810,1810@fpt.edu.vn,WED201c-DN-D1810,DN,WED201c
1739,1739,1739@fpt.edu.vn,WED201c-DN-D1739,DN,WED201c
1740,1740,1740@fpt.edu.vn,WED201c-DN-D1740,DN,WED201c
1782,1782,1782@fpt.edu.vn,WED201c-DN-D1782,DN,WED201c
1811,1811,1811@fpt.edu.vn,WED201c-DN-D1811,DN,WED201c
1822,1822,1822@fpt.edu.vn,WED201c-DN-D1822,DN,WED201c
1783,1783,1783@fpt.edu.vn,WED201c-DN-D1783,DN,WED201c
1741,1741,1741@fpt.edu.vn,WED201c-DN-D1741,DN,WED201c
1784,1784,1784@fpt.edu.vn,WED201c-DN-D1784,DN,WED201c
1823,1823,1823@fpt.edu.vn,WED201c-DN-D1823,DN,WED201c
1757,1757,1757@fpt.edu.vn,WED201c-DN-D1757,DN,WED201c
1785,1785,1785@fpt.edu.vn,WED201c-DN-D1785,DN,WED201c
1707,1707,1707@fpt.edu.vn,WED201c-DN-D1707,DN,WED201c
1708,1708,1708@fpt.edu.vn,WED201c-DN-D1708,DN,WED201c
1709,1709,1709@fpt.edu.vn,WED201c-DN-D1709,DN,WED201c
1710,1710,1710@fpt.edu.vn,WED201c-DN-D1710,DN,WED201c
1758,1758,1758@fpt.edu.vn,WED201c-DN-D1758,DN,WED201c
1759,1759,1759@fpt.edu.vn,WED201c-DN-D1759,DN,WED201c
1824,1824,1824@fpt.edu.vn,WED201c-DN-D1824,DN,WED201c
1760,1760,1760@fpt.edu.vn,WED201c-DN-D1760,DN,WED201c
1761,1761,1761@fpt.edu.vn,WED201c-DN-D1761,DN,WED201c
1762,1762,1762@fpt.edu.vn,WED201c-DN-D1762,DN,WED201c
1711,1711,1711@fpt.edu.vn,WED201c-DN-D1711,DN,WED201c
1825,1825,1825@fpt.edu.vn,WED201c-DN-D1825,DN,WED201c
1826,1826,1826@fpt.edu.vn,WED201c-DN-D1826,DN,WED201c
1763,1763,1763@fpt.edu.vn,WED201c-DN-D1763,DN,WED201c
1712,1712,1712@fpt.edu.vn,WED201c-DN-D1712,DN,WED201c
1713,1713,1713@fpt.edu.vn,WED201c-DN-D1713,DN,WED201c
1742,1742,1742@fpt.edu.vn,WED201c-DN-D1742,DN,WED201c
1841,1841,1841@fpt.edu.vn,WED201c-DN-D1841,DN,WED201c
1714,1714,1714@fpt.edu.vn,WED201c-DN-D1714,DN,WED201c
1786,1786,1786@fpt.edu.vn,WED201c-DN-D1786,DN,WED201c
1787,1787,1787@fpt.edu.vn,WED201c-DN-D1787,DN,WED201c
1716,1716,1716@fpt.edu.vn,WED201c-DN-D1716,DN,WED201c
1715,1715,1715@fpt.edu.vn,WED201c-DN-D1715,DN,WED201c
1764,1764,1764@fpt.edu.vn,WED201c-DN-D1764,DN,WED201c
1827,1827,1827@fpt.edu.vn,WED201c-DN-D1827,DN,WED201c
1839,1839,1839@fpt.edu.vn,WED201c-DN-D1839,DN,WED201c
1840,1840,1840@fpt.edu.vn,WED201c-DN-D1840,DN,WED201c
1838,1838,1838@fpt.edu.vn,WED201c-DN-D1838,DN,WED201c
1828,1828,1828@fpt.edu.vn,WED201c-DN-D1828,DN,WED201c
1829,1829,1829@fpt.edu.vn,WED201c-DN-D1829,DN,WED201c
1830,1830,1830@fpt.edu.vn,WED201c-DN-D1830,DN,WED201c
1831,1831,1831@fpt.edu.vn,WED201c-DN-D1831,DN,WED201c
1788,1788,1788@fpt.edu.vn,WED201c-DN-D1788,DN,WED201c
1842,1842,1842@fpt.edu.vn,WED201c-DN-D1842,DN,WED201c
1837,1837,1837@fpt.edu.vn,WED201c-DN-D1837,DN,WED201c
1832,1832,1832@fpt.edu.vn,WED201c-DN-D1832,DN,WED201c
1833,1833,1833@fpt.edu.vn,WED201c-DN-D1833,DN,WED201c
1834,1834,1834@fpt.edu.vn,WED201c-DN-D1834,DN,WED201c
1835,1835,1835@fpt.edu.vn,WED201c-DN-E1835,DN,WED201c
1836,1836,1836@fpt.edu.vn,WED201c-DN-E1836,DN,WED201c
593,593,593@fpt.edu.vn,WED201c-HN-H593,HN,WED201c
570,570,570@fpt.edu.vn,WED201c-HN-H570,HN,WED201c
571,571,571@fpt.edu.vn,WED201c-HN-H571,HN,WED201c
481,481,481@fpt.edu.vn,WED201c-HN-H481,HN,WED201c
707,707,707@fpt.edu.vn,WED201c-HN-H707,HN,WED201c
398,398,398@fpt.edu.vn,WED201c-HN-H398,HN,WED201c
451,451,451@fpt.edu.vn,WED201c-HN-H451,HN,WED201c
594,594,594@fpt.edu.vn,WED201c-HN-H594,HN,WED201c
620,620,620@fpt.edu.vn,WED201c-HN-H620,HN,WED201c
572,572,572@fpt.edu.vn,WED201c-HN-H572,HN,WED201c
708,708,708@fpt.edu.vn,WED201c-HN-H708,HN,WED201c
399,399,399@fpt.edu.vn,WED201c-HN-H399,HN,WED201c
400,400,400@fpt.edu.vn,WED201c-HN-H400,HN,WED201c
401,401,401@fpt.edu.vn,WED201c-HN-H401,HN,WED201c
482,482,482@fpt.edu.vn,WED201c-HN-H482,HN,WED201c
595,595,595@fpt.edu.vn,WED201c-HN-H595,HN,WED201c
402,402,402@fpt.edu.vn,WED201c-HN-H402,HN,WED201c
452,452,452@fpt.edu.vn,WED201c-HN-H452,HN,WED201c
403,403,403@fpt.edu.vn,WED201c-HN-H403,HN,WED201c
404,404,404@fpt.edu.vn,WED201c-HN-H404,HN,WED201c
405,405,405@fpt.edu.vn,WED201c-HN-H405,HN,WED201c
406,406,406@fpt.edu.vn,WED201c-HN-H406,HN,WED201c
407,407,407@fpt.edu.vn,WED201c-HN-H407,HN,WED201c
510,510,510@fpt.edu.vn,WED201c-HN-H510,HN,WED201c
408,408,408@fpt.edu.vn,WED201c-HN-H408,HN,WED201c
409,409,409@fpt.edu.vn,WED201c-HN-H409,HN,WED201c
678,678,678@fpt.edu.vn,WED201c-HN-H678,HN,WED201c
679,679,679@fpt.edu.vn,WED201c-HN-H679,HN,WED201c
649,649,649@fpt.edu.vn,WED201c-HN-H649,HN,WED201c
650,650,650@fpt.edu.vn,WED201c-HN-H650,HN,WED201c
709,709,709@fpt.edu.vn,WED201c-HN-H709,HN,WED201c
